Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-11 04:00:00-05:00,144.4,144.69,144.02,144.3,0,0.0,0.0
2024-01-11 05:00:00-05:00,144.24,144.4,144.21,144.4,0,0.0,0.0
2024-01-11 06:00:00-05:00,144.32,144.57,144.26,144.48,0,0.0,0.0
2024-01-11 07:00:00-05:00,144.5,144.66,144.38,144.48,0,0.0,0.0
2024-01-11 08:00:00-05:00,144.47,145.0,144.11,144.69,0,0.0,0.0
2024-01-11 09:00:00-05:00,144.9,145.05,143.42,144.13,0,0.0,0.0
2024-01-11 09:30:00-05:00,144.89500427246094,146.66000366210938,143.88499450683594,144.6199951171875,4689058,0.0,0.0
2024-01-11 10:30:00-05:00,144.6199951171875,144.875,142.9600067138672,143.08999633789062,2165440,0.0,0.0
2024-01-11 11:30:00-05:00,143.07000732421875,143.08999633789062,142.25,142.26980590820312,1915203,0.0,0.0
2024-01-11 12:30:00-05:00,142.28750610351562,143.13999938964844,142.21499633789062,143.02999877929688,1639609,0.0,0.0
2024-01-11 13:30:00-05:00,143.0399932861328,143.5800018310547,142.9949951171875,143.5500030517578,1463293,0.0,0.0
2024-01-11 14:30:00-05:00,143.5449981689453,143.9600067138672,143.25999450683594,143.51010131835938,1516865,0.0,0.0
2024-01-11 15:30:00-05:00,143.5399932861328,143.7698974609375,143.27000427246094,143.67999267578125,1617964,0.0,0.0
2024-01-11 16:00:00-05:00,143.68,143.69,143.26,143.64,0,0.0,0.0
2024-01-11 17:00:00-05:00,143.66,143.91963,137.2805,143.41,0,0.0,0.0
2024-01-11 18:00:00-05:00,143.58,143.62,143.35,143.58,0,0.0,0.0
