Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-17 04:00:00-05:00,143.78,143.78,142.6,142.91,0,0.0,0.0
2024-01-17 05:00:00-05:00,142.91,143.37,142.88,143.29,0,0.0,0.0
2024-01-17 06:00:00-05:00,143.25,143.34,143.05,143.28,0,0.0,0.0
2024-01-17 07:00:00-05:00,143.25,143.9,143.23,143.61,0,0.0,0.0
2024-01-17 08:00:00-05:00,143.62,143.84,142.61,143.28,0,0.0,0.0
2024-01-17 09:00:00-05:00,143.28,143.47,142.624,143.11,0,0.0,0.0
2024-01-17 09:30:00-05:00,142.91000366210938,143.41000366210938,140.50999450683594,141.75999450683594,4737730,0.0,0.0
2024-01-17 10:30:00-05:00,141.75999450683594,142.52499389648438,141.6699981689453,142.41000366210938,2094793,0.0,0.0
2024-01-17 11:30:00-05:00,142.375,142.6300048828125,142.0500030517578,142.17840576171875,1264892,0.0,0.0
2024-01-17 12:30:00-05:00,142.1699981689453,142.66000366210938,141.7899932861328,141.86500549316406,2153719,0.0,0.0
2024-01-17 13:30:00-05:00,141.86500549316406,142.42999267578125,141.62789916992188,142.40499877929688,1589757,0.0,0.0
2024-01-17 14:30:00-05:00,142.4163055419922,142.52999877929688,142.2100067138672,142.5,1733070,0.0,0.0
2024-01-17 15:30:00-05:00,142.5050048828125,143.0449981689453,142.47999572753906,142.8800048828125,2447947,0.0,0.0
2024-01-17 16:00:00-05:00,142.89,143.06,138.62,142.87,0,0.0,0.0
2024-01-17 17:00:00-05:00,142.87,145.21655,142.72,142.91,0,0.0,0.0
2024-01-17 18:00:00-05:00,142.91,142.9697,142.51,142.9697,0,0.0,0.0
