Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 04:00:00-05:00,368.0,368.17,367.32,367.77,0,0.0,0.0
2024-01-05 05:00:00-05:00,367.77,368.09,367.5,367.77,0,0.0,0.0
2024-01-05 06:00:00-05:00,367.77,368.0,367.5,367.63,0,0.0,0.0
2024-01-05 07:00:00-05:00,367.6,367.83,367.32,367.79,0,0.0,0.0
2024-01-05 08:00:00-05:00,367.75,368.47,367.0948,368.29,0,0.0,0.0
2024-01-05 09:00:00-05:00,368.2,371.66,367.0,369.155,0,0.0,0.0
2024-01-05 09:30:00-05:00,368.9700012207031,371.4637145996094,368.7900085449219,371.3992919921875,4063569,0.0,0.0
2024-01-05 10:30:00-05:00,371.3800048828125,372.05999755859375,370.6400146484375,370.7699890136719,2024396,0.0,0.0
2024-01-05 11:30:00-05:00,370.7799987792969,371.19000244140625,368.82000732421875,368.9200134277344,2702570,0.0,0.0
2024-01-05 12:30:00-05:00,368.8599853515625,369.3999938964844,367.989990234375,369.0,1422546,0.0,0.0
2024-01-05 13:30:00-05:00,369.0199890136719,369.1400146484375,368.25,368.3800048828125,1463840,0.0,0.0
2024-01-05 14:30:00-05:00,368.385009765625,368.42999267578125,366.6700134277344,367.0,2020483,0.0,0.0
2024-01-05 15:30:00-05:00,367.0050048828125,368.0199890136719,366.5,367.7200012207031,2247360,0.0,0.0
2024-01-05 16:00:00-05:00,367.67,368.31,367.5,367.66,0,0.0,0.0
2024-01-05 17:00:00-05:00,367.66,367.95,367.53,367.65,0,0.0,0.0
2024-01-05 18:00:00-05:00,367.725,367.8,367.6,367.675,0,0.0,0.0
