Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-17 04:00:00-05:00,388.7,391.09,387.58,388.83,0,0.0,0.0
2024-01-17 05:00:00-05:00,388.93,389.77,388.83,389.3,0,0.0,0.0
2024-01-17 06:00:00-05:00,389.3,389.3,388.54,389.12,0,0.0,0.0
2024-01-17 07:00:00-05:00,389.18,391.38,389.06,391.21,0,0.0,0.0
2024-01-17 08:00:00-05:00,391.24,391.4,387.7,390.23,0,0.0,0.0
2024-01-17 09:00:00-05:00,390.22,390.3,388.33,389.19,0,0.0,0.0
2024-01-17 09:30:00-05:00,387.9800109863281,388.54998779296875,384.80999755859375,387.010009765625,4923129,0.0,0.0
2024-01-17 10:30:00-05:00,386.989990234375,389.45001220703125,386.07000732421875,389.2099914550781,2424135,0.0,0.0
2024-01-17 11:30:00-05:00,389.2099914550781,390.1099853515625,388.4800109863281,388.7200012207031,2294806,0.0,0.0
2024-01-17 12:30:00-05:00,388.67999267578125,389.8699951171875,388.17999267578125,388.4299011230469,1216596,0.0,0.0
2024-01-17 13:30:00-05:00,388.4100036621094,388.5,387.04949951171875,388.07000732421875,1658842,0.0,0.0
2024-01-17 14:30:00-05:00,388.059814453125,388.70001220703125,387.760009765625,387.9049987792969,2132039,0.0,0.0
2024-01-17 15:30:00-05:00,387.9200134277344,389.82000732421875,387.8800048828125,389.3999938964844,2597198,0.0,0.0
2024-01-17 16:00:00-05:00,389.47,389.85,373.07,389.53,0,0.0,0.0
2024-01-17 17:00:00-05:00,389.46,415.8,364.06,389.3,0,0.0,0.0
2024-01-17 18:00:00-05:00,389.28,389.44,389.0,389.0,0,0.0,0.0
