Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-11 04:00:00-05:00,385.7,385.71,384.29,385.29,0,0.0,0.0
2024-01-11 05:00:00-05:00,385.25,385.51,385.05,385.41,0,0.0,0.0
2024-01-11 06:00:00-05:00,385.31,385.45,385.02,385.31,0,0.0,0.0
2024-01-11 07:00:00-05:00,385.31,385.31,384.04,384.61,0,0.0,0.0
2024-01-11 08:00:00-05:00,384.61,385.75,384.002,385.1,0,0.0,0.0
2024-01-11 09:00:00-05:00,385.35,385.5,382.8,384.83,0,0.0,0.0
2024-01-11 09:30:00-05:00,386.0,390.67999267578125,382.8999938964844,385.6700134277344,9034850,0.0,0.0
2024-01-11 10:30:00-05:00,385.6400146484375,386.41790771484375,380.45001220703125,380.8399963378906,3635934,0.0,0.0
2024-01-11 11:30:00-05:00,380.8500061035156,382.2699890136719,380.3800048828125,380.739990234375,2110741,0.0,0.0
2024-01-11 12:30:00-05:00,380.7799987792969,383.5899963378906,380.760009765625,383.3999938964844,1808561,0.0,0.0
2024-01-11 13:30:00-05:00,383.3900146484375,385.05999755859375,383.2579040527344,384.6600036621094,1692836,0.0,0.0
2024-01-11 14:30:00-05:00,384.6400146484375,385.5299987792969,384.2099914550781,384.42999267578125,2243004,0.0,0.0
2024-01-11 15:30:00-05:00,384.44000244140625,385.0899963378906,384.154296875,384.5899963378906,2214846,0.0,0.0
2024-01-11 16:00:00-05:00,384.63,384.796,384.2,384.49,0,0.0,0.0
2024-01-11 17:00:00-05:00,384.46,403.38794,381.8117,384.24,0,0.0,0.0
2024-01-11 18:00:00-05:00,384.19,384.45,382.04,382.21,0,0.0,0.0
