Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 04:00:00-05:00,180.9,180.9,180.26,180.33,0,0.0,0.0
2024-01-08 05:00:00-05:00,180.3,180.73,179.9,180.6,0,0.0,0.0
2024-01-08 06:00:00-05:00,180.61,181.17,180.2,181.16,0,0.0,0.0
2024-01-08 07:00:00-05:00,181.13,181.91,180.81,181.7,0,0.0,0.0
2024-01-08 08:00:00-05:00,181.72,181.93,179.65,181.73,0,0.0,0.0
2024-01-08 09:00:00-05:00,181.64,182.55,180.86,182.175,0,0.0,0.0
2024-01-08 09:30:00-05:00,182.0850067138672,183.88499450683594,181.5,183.80999755859375,13311025,0.0,0.0
2024-01-08 10:30:00-05:00,183.82000732421875,183.8800048828125,183.2100067138672,183.2449951171875,5198974,0.0,0.0
2024-01-08 11:30:00-05:00,183.2449951171875,184.57000732421875,183.23500061035156,183.99009704589844,5720535,0.0,0.0
2024-01-08 12:30:00-05:00,184.0,184.47000122070312,183.9600067138672,184.11500549316406,4151910,0.0,0.0
2024-01-08 13:30:00-05:00,184.1199951171875,184.875,184.0500030517578,184.83250427246094,3724042,0.0,0.0
2024-01-08 14:30:00-05:00,184.83999633789062,185.4199981689453,184.6999969482422,185.22000122070312,5370765,0.0,0.0
2024-01-08 15:30:00-05:00,185.21499633789062,185.60000610351562,184.91000366210938,185.5500030517578,6759299,0.0,0.0
2024-01-08 16:00:00-05:00,185.55,185.59,185.31,185.47,0,0.0,0.0
2024-01-08 17:00:00-05:00,185.455,196.61417,172.6315,185.24,0,0.0,0.0
2024-01-08 18:00:00-05:00,185.25,185.39,185.15,185.345,0,0.0,0.0
