Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 04:00:00-05:00,191.68,191.75,189.75,190.07,0,0.0,0.0
2024-01-02 05:00:00-05:00,190.07,190.25,189.8,190.06,0,0.0,0.0
2024-01-02 06:00:00-05:00,190.08,190.2,188.87,188.87,0,0.0,0.0
2024-01-02 07:00:00-05:00,188.92,189.65,188.79,189.19,0,0.0,0.0
2024-01-02 08:00:00-05:00,189.18,192.2,187.78,187.99,0,0.0,0.0
2024-01-02 09:00:00-05:00,187.95,193.955,187.9,188.18,0,0.0,0.0
2024-01-02 09:30:00-05:00,187.14999389648438,188.44000244140625,186.00999450683594,186.1898956298828,21173291,0.0,0.0
2024-01-02 10:30:00-05:00,186.17999267578125,186.90499877929688,185.18429565429688,186.80499267578125,9010595,0.0,0.0
2024-01-02 11:30:00-05:00,186.8000030517578,187.35000610351562,186.57000732421875,186.61500549316406,6143754,0.0,0.0
2024-01-02 12:30:00-05:00,186.61500549316406,187.0399932861328,185.25999450683594,185.2949981689453,5381701,0.0,0.0
2024-01-02 13:30:00-05:00,185.2899932861328,185.5399932861328,184.22999572753906,184.4949951171875,7228643,0.0,0.0
2024-01-02 14:30:00-05:00,184.49000549316406,184.67999267578125,183.88499450683594,184.4199981689453,8238940,0.0,0.0
2024-01-02 15:30:00-05:00,184.4199981689453,185.63999938964844,184.4149932861328,185.52499389648438,9447841,0.0,0.0
2024-01-02 16:00:00-05:00,185.51,194.035,185.41,185.44,0,0.0,0.0
2024-01-02 17:00:00-05:00,185.43,196.0125,179.37393,185.54,0,0.0,0.0
2024-01-02 18:00:00-05:00,185.545,185.62,185.2,185.29,0,0.0,0.0
