Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-17 04:00:00-05:00,182.3,182.6,181.46,181.8,0,0.0,0.0
2024-01-17 05:00:00-05:00,181.81,181.99,181.74,181.74,0,0.0,0.0
2024-01-17 06:00:00-05:00,181.75,181.95,181.53,181.87,0,0.0,0.0
2024-01-17 07:00:00-05:00,181.87,182.5,181.83,182.39,0,0.0,0.0
2024-01-17 08:00:00-05:00,182.38,183.63,181.66,181.84,0,0.0,0.0
2024-01-17 09:00:00-05:00,181.84,181.86,181.2,181.55,0,0.0,0.0
2024-01-17 09:30:00-05:00,181.27000427246094,181.83999633789062,180.3000030517578,181.6999969482422,12537805,0.0,0.0
2024-01-17 10:30:00-05:00,181.68499755859375,182.06500244140625,181.3000030517578,181.80499267578125,5778219,0.0,0.0
2024-01-17 11:30:00-05:00,181.80999755859375,182.3300018310547,181.48800659179688,182.1199951171875,4248713,0.0,0.0
2024-01-17 12:30:00-05:00,182.1199951171875,182.53500366210938,181.8300018310547,182.1199951171875,3345645,0.0,0.0
2024-01-17 13:30:00-05:00,182.11500549316406,182.5500030517578,181.3699951171875,182.5355987548828,5569336,0.0,0.0
2024-01-17 14:30:00-05:00,182.5377960205078,182.6800994873047,182.0500946044922,182.20550537109375,4778525,0.0,0.0
2024-01-17 15:30:00-05:00,182.2050018310547,182.92999267578125,182.17999267578125,182.66000366210938,4353739,0.0,0.0
2024-01-17 16:00:00-05:00,182.68,190.64,182.51,182.58,0,0.0,0.0
2024-01-17 17:00:00-05:00,182.56,182.58,175.7564,182.405,0,0.0,0.0
2024-01-17 18:00:00-05:00,182.44,182.5,182.27,182.45,0,0.0,0.0
