Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-16 04:00:00-05:00,214.8,216.88,213.01,213.56,0,0.0,0.0
2024-01-16 05:00:00-05:00,213.51,215.0,213.47,213.86,0,0.0,0.0
2024-01-16 06:00:00-05:00,213.85,214.66,213.52,213.87,0,0.0,0.0
2024-01-16 07:00:00-05:00,213.86,215.94,213.84,215.65,0,0.0,0.0
2024-01-16 08:00:00-05:00,215.65,218.89,213.3465,215.45,0,0.0,0.0
2024-01-16 09:00:00-05:00,215.49,216.18,214.65,215.17,0,0.0,0.0
2024-01-16 09:30:00-05:00,215.10000610351562,223.49000549316406,212.17999267578125,222.9600067138672,42524626,0.0,0.0
2024-01-16 10:30:00-05:00,222.9600067138672,223.44000244140625,219.75,221.4261932373047,20993815,0.0,0.0
2024-01-16 11:30:00-05:00,221.4499969482422,222.0,218.52999877929688,219.02999877929688,14187266,0.0,0.0
2024-01-16 12:30:00-05:00,219.0500030517578,221.3000030517578,218.91000366210938,221.2017059326172,9992065,0.0,0.0
2024-01-16 13:30:00-05:00,221.22999572753906,221.3300018310547,219.5500030517578,220.05999755859375,9025849,0.0,0.0
2024-01-16 14:30:00-05:00,220.07000732421875,220.68829345703125,219.35000610351562,219.6195068359375,9002380,0.0,0.0
2024-01-16 15:30:00-05:00,219.6300048828125,220.10000610351562,219.22000122070312,219.9987030029297,6255499,0.0,0.0
2024-01-16 16:00:00-05:00,219.99,220.85,219.82,220.54,0,0.0,0.0
2024-01-16 17:00:00-05:00,220.54,309.323,184.66,220.55,0,0.0,0.0
2024-01-16 18:00:00-05:00,220.55,220.75,220.0,220.52,0,0.0,0.0
