Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 04:00:00-05:00,237.12,237.81,236.65,237.58,0,0.0,0.0
2024-01-05 05:00:00-05:00,237.61,237.66,235.46,235.59,0,0.0,0.0
2024-01-05 06:00:00-05:00,235.59,236.29,235.25,235.9,0,0.0,0.0
2024-01-05 07:00:00-05:00,235.96,236.44,235.61,236.24,0,0.0,0.0
2024-01-05 08:00:00-05:00,236.22,238.84,235.2688,236.87,0,0.0,0.0
2024-01-05 09:00:00-05:00,236.75,244.315,235.31,236.96,0,0.0,0.0
2024-01-05 09:30:00-05:00,236.86000061035156,239.67999267578125,234.9001007080078,239.1967010498047,30252931,0.0,0.0
2024-01-05 10:30:00-05:00,239.1750030517578,240.11959838867188,238.1999969482422,238.44500732421875,13771103,0.0,0.0
2024-01-05 11:30:00-05:00,238.4698944091797,238.84970092773438,236.3300018310547,236.61000061035156,11254227,0.0,0.0
2024-01-05 12:30:00-05:00,236.60009765625,238.08999633789062,236.25999450683594,237.81419372558594,9636882,0.0,0.0
2024-01-05 13:30:00-05:00,237.8123016357422,239.3800048828125,237.7823944091797,238.2899932861328,9676695,0.0,0.0
2024-01-05 14:30:00-05:00,238.3000030517578,238.49000549316406,236.6999969482422,236.9600067138672,9461568,0.0,0.0
2024-01-05 15:30:00-05:00,236.9499969482422,237.83999633789062,236.7899932861328,237.43099975585938,5783967,0.0,0.0
2024-01-05 16:00:00-05:00,237.44,237.71,237.2,237.5201,0,0.0,0.0
2024-01-05 17:00:00-05:00,237.55,237.56,228.6223,237.51,0,0.0,0.0
2024-01-05 18:00:00-05:00,237.51,237.55,237.35,237.37,0,0.0,0.0
