Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-09 04:00:00-05:00,239.45,240.38,238.67,238.81,0,0.0,0.0
2024-01-09 05:00:00-05:00,238.88,239.35,238.42,238.99,0,0.0,0.0
2024-01-09 06:00:00-05:00,238.9,239.16,238.4,238.5,0,0.0,0.0
2024-01-09 07:00:00-05:00,238.5,239.3,238.05,239.21,0,0.0,0.0
2024-01-09 08:00:00-05:00,239.14,240.51,238.2219,239.035,0,0.0,0.0
2024-01-09 09:00:00-05:00,239.01,239.06,238.35,238.64,0,0.0,0.0
2024-01-09 09:30:00-05:00,238.11000061035156,238.964599609375,232.0399932861328,232.3249969482422,31344281,0.0,0.0
2024-01-09 10:30:00-05:00,232.31640625,235.2899932861328,232.1999969482422,234.29519653320312,16237364,0.0,0.0
2024-01-09 11:30:00-05:00,234.3000030517578,235.5800018310547,233.64999389648438,234.9199981689453,12078110,0.0,0.0
2024-01-09 12:30:00-05:00,234.9499969482422,235.42999267578125,233.82000732421875,234.15460205078125,9092026,0.0,0.0
2024-01-09 13:30:00-05:00,234.1750030517578,235.13999938964844,233.30999755859375,233.8988037109375,9923972,0.0,0.0
2024-01-09 14:30:00-05:00,233.89999389648438,235.00999450683594,233.88009643554688,234.81410217285156,8441947,0.0,0.0
2024-01-09 15:30:00-05:00,234.82000732421875,235.14999389648438,233.77999877929688,234.87969970703125,6739054,0.0,0.0
2024-01-09 16:00:00-05:00,234.87,240.45,234.12,234.4,0,0.0,0.0
2024-01-09 17:00:00-05:00,234.45,234.96,227.90411,234.54,0,0.0,0.0
2024-01-09 18:00:00-05:00,234.525,234.6,234.35,234.47,0,0.0,0.0
